Jaunciema gatve;145
Jaunciema gatve;147
Jaunciema gatve;141
Jaunciema gatve;139
Jaunciema gatve;137
Jaunciema gatve;127
Jaunciema gatve;174
Jaunciema gatve;176
Jaunciema gatve;178
Jaunciema gatve;182
Jaunciema gatve;186
Jaunciema gatve;158
Jaunciema gatve;160
Jaunciema gatve;164
Jaunciema gatve;166
Jaunciema gatve;170
Jaunciema gatve;172
Trīsciema 2.līnija;1A
Arāju iela;1
Trīsciema 2.līnija;3
Mazurgas iela;9
Trīsciema 2.līnija;11
Trīsciema 2.līnija;1
Trīsciema 2.līnija;7
Trīsciema 2.līnija;5
Kalmju iela;24
Jaunciema gatve;272
Jaunciema gatve;191B
Trīsciema iela;2D
Trīsciema iela;2C
Trīsciema iela;2B
Trīsciema iela;2A
Trīsciema iela;2
Trīsciema 2.līnija;24
Trīsciema 2.līnija;22
Trīsciema 2.līnija;20
Trīsciema 2.līnija;18
Trīsciema 2.līnija;16
Jaunciema gatve;278B
Jaunciema gatve;278A
Kalmju iela;21A
Jaunciema gatve;272A
Trīsciema 2.līnija;10
Trīsciema 2.līnija;15
Jaunciema gatve;187A
Trīsciema 1.līnija;4
Kalmju iela;18A
Jaunciema gatve;272B
Kalmju iela;21B
Kalmju iela;21
Arāju iela;2
Rudzu iela;7
Jaunciema gatve;268B
Jaunciema gatve;268A
Jaunciema gatve;183
Kalmju iela;26
Kalmju iela;25
Kalmju iela;23
Kalmju iela;30
Kalmju iela;28
Kalmju iela;32
Kalmju iela;34
Kalmju iela;36
Kalmju iela;17
Kalmju iela;18
Kalmju iela;20
Jaunciema gatve;187
Jaunciema gatve;278
Jaunciema gatve;177
Jaunciema gatve;179
Jaunciema gatve;276
Jaunciema gatve;268
Jaunciema gatve;171
Jaunciema gatve;248
Steķu iela;7
Jaunciema gatve;91D
Steķu iela;5C
Jaunciema 5.šķērslīnija;2M
Jaunciema gatve;148C
Jaunciema 5.šķērslīnija;2L
Jaunciema 6.šķērslīnija;1B
Jaunciema 6.šķērslīnija;1
Jaunciema 5.šķērslīnija;2K
Steķu iela;4B
Steķu iela;1A
Steķu iela;6A
Steķu iela;8A
Jaunciema gatve;148B
Jaunciema gatve;121B
Steķu iela;9
Steķu iela;8
Steķu iela;1
Steķu iela;2
Steķu iela;3
Steķu iela;4
Steķu iela;6
Steķu iela;5
Jaunciema 6.šķērslīnija;2
Steķu iela;5B
Steķu iela;5A
Steķu iela;3A
Steķu iela;2A
Jaunciema gatve;121A
Jaunciema 6.šķērslīnija;2B
Jaunciema 6.šķērslīnija;2A
Jaunciema gatve;123
Jaunciema gatve;121
Jaunciema gatve;117
Jaunciema gatve;119
Jaunciema gatve;115
Jaunciema gatve;113
Jaunciema gatve;111
Jaunciema gatve;103
Jaunciema gatve;107
Jaunciema gatve;101
Jaunciema gatve;99
Jaunciema gatve;97
Jaunciema gatve;95
Jaunciema gatve;93
Jaunciema gatve;91
Jaunciema gatve;140
Jaunciema gatve;138
Jaunciema gatve;142
Jaunciema gatve;144
Jaunciema gatve;150
Mīlgrāvja iela;16B
Mīlgrāvja iela;16A
Ezera iela;22A
Mīlgrāvja iela;16
Mīlgrāvja iela;18
Ezera iela;22
Vīgriežu iela;10
Vīgriežu iela;8B
Vīgriežu iela;8A
Vīgriežu iela;6A
Avotkalnu iela;21
Avotkalnu iela;20
Priedkalnes iela;12
Rožu iela;29A
Jumiķu iela;14/16
Parka iela;3
Brīvības gatve;457
Smilgu iela;7
Smilgu iela;9
Vīgriežu iela;7
Vīgriežu iela;9
Vīgriežu iela;5
Vīgriežu iela;3
Egļu iela;1
Egļu iela;3
Egļu iela;5
Egļu iela;7
Egļu iela;9
Amoliņa iela;5
Amoliņa iela;3
Amoliņa iela;7
Berģu iela;7
Berģu iela;3
Berģu iela;6
Berģu iela;2
Berģu iela;4
Berģu iela;1
Parka iela;2
Parka iela;5
Parka iela;1
Melderu iela;6
Melderu iela;3
Melderu iela;1
Suitu iela;2
Suitu iela;4
Suitu iela;6
Suitu iela;8
Jumiķu iela;5
Jumiķu iela;7
Jumiķu iela;9
